method,dataset,scale,image_name,base_name,hr_path,lr_path,pred_path,error,width,height,crop_border,psnr_rgb,ssim_rgb,psnr_y,ssim_y,lpips,qalign_score
Bicubic,Set5,4,baby.png,baby,/root/autodl-tmp/imageSR/Set5/HR/baby.png,/root/autodl-tmp/imageSR/Set5/LR_bicubic/X4/babyx4.png,,,512,512,4,30.36552797968969,0.841263184326834,31.78430636617301,0.8677329619781614,0.30472004413604736,2.32421875
Bicubic,Set5,4,bird.png,bird,/root/autodl-tmp/imageSR/Set5/HR/bird.png,/root/autodl-tmp/imageSR/Set5/LR_bicubic/X4/birdx4.png,,,288,288,4,28.21051897859484,0.861402213787937,30.17885034576968,0.8813046256222289,0.2360059916973114,1.2314453125
Bicubic,Set5,4,butterfly.png,butterfly,/root/autodl-tmp/imageSR/Set5/HR/butterfly.png,/root/autodl-tmp/imageSR/Set5/LR_bicubic/X4/butterflyx4.png,,,256,256,4,20.864011082107552,0.719552692534671,22.10075474203488,0.7526411578780436,0.3996676504611969,1.4248046875
Bicubic,Set5,4,head.png,head,/root/autodl-tmp/imageSR/Set5/HR/head.png,/root/autodl-tmp/imageSR/Set5/LR_bicubic/X4/headx4.png,,,280,280,4,28.89194783760007,0.7002535547759233,31.613453544089403,0.7714474661548822,0.40545693039894104,1.39453125
Bicubic,Set5,4,woman.png,woman,/root/autodl-tmp/imageSR/Set5/HR/woman.png,/root/autodl-tmp/imageSR/Set5/LR_bicubic/X4/womanx4.png,,,228,344,4,25.130117194260777,0.8265040036512943,26.467394960305462,0.8423394143813566,0.3712206780910492,1.8876953125
Bicubic,Set14,4,baboon.png,baboon,/root/autodl-tmp/imageSR/Set14/HR/baboon.png,/root/autodl-tmp/imageSR/Set14/LR_bicubic/X4/baboonx4.png,,,500,480,4,20.42482926333157,0.4275360924651856,22.437178398222205,0.4835007203178653,0.6285898089408875,1.80859375
Bicubic,Set14,4,barbara.png,barbara,/root/autodl-tmp/imageSR/Set14/HR/barbara.png,/root/autodl-tmp/imageSR/Set14/LR_bicubic/X4/barbarax4.png,,,720,576,4,23.620561978595006,0.6661585874322695,25.147824344253795,0.7003648563767203,0.4623459279537201,2.072265625
Bicubic,Set14,4,bridge.png,bridge,/root/autodl-tmp/imageSR/Set14/HR/bridge.png,/root/autodl-tmp/imageSR/Set14/LR_bicubic/X4/bridgex4.png,,,512,512,4,23.14338516855355,0.5740989098258195,24.46530648043029,0.5956863336267484,0.6115162372589111,1.5263671875
Bicubic,Set14,4,coastguard.png,coastguard,/root/autodl-tmp/imageSR/Set14/HR/coastguard.png,/root/autodl-tmp/imageSR/Set14/LR_bicubic/X4/coastguardx4.png,,,352,288,4,24.14744725694653,0.4952703719720759,25.474263575619705,0.5345083989235913,0.5829961895942688,1.58984375
Bicubic,Set14,4,comic.png,comic,/root/autodl-tmp/imageSR/Set14/HR/comic.png,/root/autodl-tmp/imageSR/Set14/LR_bicubic/X4/comicx4.png,,,248,360,4,20.205460846641174,0.6046281783612091,21.690635637039325,0.618060071919849,0.478776216506958,1.5224609375
Bicubic,Set14,4,face.png,face,/root/autodl-tmp/imageSR/Set14/HR/face.png,/root/autodl-tmp/imageSR/Set14/LR_bicubic/X4/facex4.png,,,276,276,4,28.852998199939748,0.6989501230355731,31.576264689057343,0.7699562514332982,0.41018784046173096,1.357421875
Bicubic,Set14,4,flowers.png,flowers,/root/autodl-tmp/imageSR/Set14/HR/flowers.png,/root/autodl-tmp/imageSR/Set14/LR_bicubic/X4/flowersx4.png,,,500,360,4,23.71358422778066,0.717182772687064,25.52309689056409,0.7417196489762603,0.4045696556568146,1.8857421875
Bicubic,Set14,4,foreman.png,foreman,/root/autodl-tmp/imageSR/Set14/HR/foreman.png,/root/autodl-tmp/imageSR/Set14/LR_bicubic/X4/foremanx4.png,,,352,288,4,27.86790154192868,0.8530654761463975,29.32319900587507,0.8710335820151357,0.33785778284072876,1.7431640625
Bicubic,Set14,4,lenna.png,lenna,/root/autodl-tmp/imageSR/Set14/HR/lenna.png,/root/autodl-tmp/imageSR/Set14/LR_bicubic/X4/lennax4.png,,,512,512,4,28.2830485866382,0.7547635552251873,29.837862340040388,0.8252760620748462,0.34862834215164185,2.146484375
Bicubic,Set14,4,man.png,man,/root/autodl-tmp/imageSR/Set14/HR/man.png,/root/autodl-tmp/imageSR/Set14/LR_bicubic/X4/manx4.png,,,512,512,4,24.373596498424646,0.6693281403129854,25.695517810301386,0.6957628784148896,0.5092850923538208,1.9228515625
Bicubic,Set14,4,monarch.png,monarch,/root/autodl-tmp/imageSR/Set14/HR/monarch.png,/root/autodl-tmp/imageSR/Set14/LR_bicubic/X4/monarchx4.png,,,768,512,4,26.157810982839106,0.8739864920767083,27.459393473928515,0.8896062683300486,0.3037809729576111,3.041015625
Bicubic,Set14,4,pepper.png,pepper,/root/autodl-tmp/imageSR/Set14/HR/pepper.png,/root/autodl-tmp/imageSR/Set14/LR_bicubic/X4/pepperx4.png,,,512,512,4,28.57639313510243,0.7666930532090664,30.584659770924656,0.8458147136869677,0.32756543159484863,2.130859375
Bicubic,Set14,4,ppt3.png,ppt3,/root/autodl-tmp/imageSR/Set14/HR/ppt3.png,/root/autodl-tmp/imageSR/Set14/LR_bicubic/X4/ppt3x4.png,,,528,656,4,20.322237202001297,0.8079160353607128,21.91415195114155,0.824187925955485,0.3342267870903015,2.728515625
Bicubic,Set14,4,zebra.png,zebra,/root/autodl-tmp/imageSR/Set14/HR/zebra.png,/root/autodl-tmp/imageSR/Set14/LR_bicubic/X4/zebrax4.png,,,584,388,4,22.731533094405044,0.6863621628820642,24.062501397512715,0.7062305649457602,0.4149901270866394,2.005859375
Bicubic,B100,4,101085.png,101085,/root/autodl-tmp/imageSR/B100/HR/101085.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/101085x4.png,,,320,480,4,21.78347480249929,0.4973160948516227,23.071880829651768,0.5305135787833775,0.6088788509368896,2.076171875
Bicubic,B100,4,101087.png,101087,/root/autodl-tmp/imageSR/B100/HR/101087.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/101087x4.png,,,320,480,4,25.76007330058038,0.7606476448591222,27.095375778959383,0.7743588692697905,0.4099942147731781,1.8896484375
Bicubic,B100,4,102061.png,102061,/root/autodl-tmp/imageSR/B100/HR/102061.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/102061x4.png,,,320,480,4,23.73735513390869,0.7461051546650946,25.11223400737926,0.7653987150722995,0.528264582157135,1.931640625
Bicubic,B100,4,103070.png,103070,/root/autodl-tmp/imageSR/B100/HR/103070.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/103070x4.png,,,480,320,4,27.849987780838383,0.7949439966422549,29.226243300081887,0.8111645788430323,0.42890316247940063,1.7412109375
Bicubic,B100,4,105025.png,105025,/root/autodl-tmp/imageSR/B100/HR/105025.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/105025x4.png,,,480,320,4,24.0582832619608,0.6582995759245741,25.39018863007228,0.6787926540966859,0.5662543773651123,1.4375
Bicubic,B100,4,106024.png,106024,/root/autodl-tmp/imageSR/B100/HR/106024.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/106024x4.png,,,480,320,4,29.96150226254456,0.8593387540192167,31.379695200763635,0.8732640193234147,0.33313727378845215,1.7900390625
Bicubic,B100,4,108005.png,108005,/root/autodl-tmp/imageSR/B100/HR/108005.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/108005x4.png,,,480,320,4,23.490931058871265,0.646784690429417,24.74533093995861,0.6777406132065605,0.4731975495815277,1.6005859375
Bicubic,B100,4,108070.png,108070,/root/autodl-tmp/imageSR/B100/HR/108070.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/108070x4.png,,,480,320,4,21.1699751446621,0.5053263382112116,22.450281563726115,0.541287612468399,0.6828304529190063,1.390625
Bicubic,B100,4,108082.png,108082,/root/autodl-tmp/imageSR/B100/HR/108082.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/108082x4.png,,,480,320,4,24.72109213365828,0.7223190796825847,26.05254565616064,0.7462546559076264,0.4603121876716614,1.6875
Bicubic,B100,4,109053.png,109053,/root/autodl-tmp/imageSR/B100/HR/109053.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/109053x4.png,,,480,320,4,26.86012060833619,0.748121093547577,28.20059080547917,0.7678218855645389,0.48458537459373474,1.7275390625
Bicubic,B100,4,119082.png,119082,/root/autodl-tmp/imageSR/B100/HR/119082.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/119082x4.png,,,480,320,4,20.829655027635543,0.5843618876696189,22.111738416105307,0.610710955714218,0.6013016104698181,1.5869140625
Bicubic,B100,4,12084.png,12084,/root/autodl-tmp/imageSR/B100/HR/12084.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/12084x4.png,,,480,320,4,24.67171282659245,0.6502493257998774,26.21372591284232,0.6646825829790637,0.5584068894386292,1.98046875
Bicubic,B100,4,123074.png,123074,/root/autodl-tmp/imageSR/B100/HR/123074.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/123074x4.png,,,480,320,4,27.52510367331844,0.7590063699729708,28.88928862764976,0.7764064247089031,0.5061702728271484,1.6572265625
Bicubic,B100,4,126007.png,126007,/root/autodl-tmp/imageSR/B100/HR/126007.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/126007x4.png,,,480,320,4,25.94544907952824,0.7516787801896405,27.405858619539863,0.7778824265870372,0.39210745692253113,2.0
Bicubic,B100,4,130026.png,130026,/root/autodl-tmp/imageSR/B100/HR/130026.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/130026x4.png,,,480,320,4,22.8830958559162,0.6024904242529209,24.157448225902417,0.6328178917973086,0.5945695042610168,1.5810546875
Bicubic,B100,4,134035.png,134035,/root/autodl-tmp/imageSR/B100/HR/134035.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/134035x4.png,,,480,320,4,21.032126266247264,0.6277373229948768,22.468291349880868,0.6471718929655966,0.5108640193939209,1.6357421875
Bicubic,B100,4,14037.png,14037,/root/autodl-tmp/imageSR/B100/HR/14037.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/14037x4.png,,,480,320,4,31.106530777934548,0.8375599494308027,32.48225667025352,0.8613998619737361,0.33701151609420776,1.7548828125
Bicubic,B100,4,143090.png,143090,/root/autodl-tmp/imageSR/B100/HR/143090.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/143090x4.png,,,480,320,4,29.892407520462136,0.8506508553084796,31.55383122083871,0.867184874951107,0.297543466091156,1.56640625
Bicubic,B100,4,145086.png,145086,/root/autodl-tmp/imageSR/B100/HR/145086.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/145086x4.png,,,480,320,4,22.859997488644467,0.6373629963020019,24.14458852142005,0.6707681728513122,0.5144656300544739,1.98828125
Bicubic,B100,4,147091.png,147091,/root/autodl-tmp/imageSR/B100/HR/147091.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/147091x4.png,,,480,320,4,23.15291875248736,0.7380429608490524,24.51860097475781,0.7630860131713346,0.5009551644325256,1.6005859375
Bicubic,B100,4,148026.png,148026,/root/autodl-tmp/imageSR/B100/HR/148026.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/148026x4.png,,,320,480,4,19.430074929676355,0.5474893532003838,20.66961528698592,0.5777175329980437,0.5830118656158447,1.96484375
Bicubic,B100,4,148089.png,148089,/root/autodl-tmp/imageSR/B100/HR/148089.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/148089x4.png,,,480,320,4,21.228040590146296,0.5153872630927024,22.494237144354543,0.5455839392789341,0.5953153371810913,1.5634765625
Bicubic,B100,4,156065.png,156065,/root/autodl-tmp/imageSR/B100/HR/156065.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/156065x4.png,,,480,320,4,23.07344569801167,0.5055052831646175,24.358994696318334,0.5403674687961488,0.7411069869995117,1.5654296875
Bicubic,B100,4,157055.png,157055,/root/autodl-tmp/imageSR/B100/HR/157055.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/157055x4.png,,,480,320,4,23.62310444385301,0.7026800133492065,25.035300437781444,0.723426143673422,0.5008346438407898,1.8359375
Bicubic,B100,4,159008.png,159008,/root/autodl-tmp/imageSR/B100/HR/159008.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/159008x4.png,,,480,320,4,24.36424467123893,0.7414430297156551,25.57274069346258,0.7686791607059589,0.4124080538749695,1.669921875
Bicubic,B100,4,160068.png,160068,/root/autodl-tmp/imageSR/B100/HR/160068.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/160068x4.png,,,480,320,4,24.37003032810013,0.7811686425497424,25.60206264625544,0.7977635932926697,0.38372617959976196,1.615234375
Bicubic,B100,4,16077.png,16077,/root/autodl-tmp/imageSR/B100/HR/16077.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/16077x4.png,,,480,320,4,25.10688951180308,0.6664387532939284,26.42046765226275,0.6969736820268306,0.5536309480667114,1.51953125
Bicubic,B100,4,163085.png,163085,/root/autodl-tmp/imageSR/B100/HR/163085.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/163085x4.png,,,480,320,4,27.086472453328035,0.7515319862404963,28.49624314622172,0.767785105142264,0.5007925033569336,1.9892578125
Bicubic,B100,4,167062.png,167062,/root/autodl-tmp/imageSR/B100/HR/167062.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/167062x4.png,,,480,320,4,26.91763262715969,0.8246534075753139,28.203769911322304,0.8461589980419469,0.47605693340301514,1.5234375
Bicubic,B100,4,167083.png,167083,/root/autodl-tmp/imageSR/B100/HR/167083.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/167083x4.png,,,320,480,4,18.031220673511427,0.4447057813911285,19.33496586151996,0.4592901118727886,0.7010802030563354,1.8671875
Bicubic,B100,4,170057.png,170057,/root/autodl-tmp/imageSR/B100/HR/170057.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/170057x4.png,,,480,320,4,27.32113227895148,0.7513595678115376,28.602317504759665,0.7793964027477481,0.4582189917564392,1.1962890625
Bicubic,B100,4,175032.png,175032,/root/autodl-tmp/imageSR/B100/HR/175032.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/175032x4.png,,,320,480,4,19.2047075842842,0.3535089387264206,20.484970251964,0.3761793574734163,0.7776156663894653,1.787109375
Bicubic,B100,4,175043.png,175043,/root/autodl-tmp/imageSR/B100/HR/175043.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/175043x4.png,,,480,320,4,22.73859826246164,0.586969484945512,24.03869825163579,0.6097871771246096,0.559788703918457,2.041015625
Bicubic,B100,4,182053.png,182053,/root/autodl-tmp/imageSR/B100/HR/182053.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/182053x4.png,,,480,320,4,22.01003380867,0.684851628768358,23.296878284231944,0.7051941195836166,0.4590946137905121,1.875
Bicubic,B100,4,189080.png,189080,/root/autodl-tmp/imageSR/B100/HR/189080.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/189080x4.png,,,320,480,4,29.625274721992536,0.828910048928103,30.88007596046985,0.8568357828505676,0.4107755422592163,2.025390625
Bicubic,B100,4,19021.png,19021,/root/autodl-tmp/imageSR/B100/HR/19021.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/19021x4.png,,,480,320,4,24.09197530729103,0.6623772429507307,25.457138608261445,0.6910989192544759,0.5704523921012878,1.841796875
Bicubic,B100,4,196073.png,196073,/root/autodl-tmp/imageSR/B100/HR/196073.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/196073x4.png,,,480,320,4,26.165320994186448,0.4344036153829704,27.486736095236736,0.4881175743763455,0.8338878750801086,1.5146484375
Bicubic,B100,4,197017.png,197017,/root/autodl-tmp/imageSR/B100/HR/197017.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/197017x4.png,,,480,320,4,25.52681277876789,0.6488053516336441,26.84105785792715,0.6774634906944514,0.5008571147918701,1.73046875
Bicubic,B100,4,208001.png,208001,/root/autodl-tmp/imageSR/B100/HR/208001.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/208001x4.png,,,320,480,4,25.916621318859,0.6465310815656494,27.08936911256013,0.6852022205307113,0.4568800628185272,2.05859375
Bicubic,B100,4,210088.png,210088,/root/autodl-tmp/imageSR/B100/HR/210088.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/210088x4.png,,,320,480,4,27.61177723086469,0.8457613683592994,29.132215597654323,0.8643933938177611,0.3581783175468445,2.4375
Bicubic,B100,4,21077.png,21077,/root/autodl-tmp/imageSR/B100/HR/21077.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/21077x4.png,,,480,320,4,23.555671092549733,0.6453514633940102,24.88804760420347,0.6804995679827252,0.5924584865570068,1.8828125
Bicubic,B100,4,216081.png,216081,/root/autodl-tmp/imageSR/B100/HR/216081.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/216081x4.png,,,480,320,4,23.097011918961297,0.6264781225488857,24.33399811938478,0.6591350161522838,0.5204023122787476,1.65234375
Bicubic,B100,4,219090.png,219090,/root/autodl-tmp/imageSR/B100/HR/219090.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/219090x4.png,,,480,320,4,23.97257546541807,0.6801726605684059,25.262364596355106,0.7116743005808008,0.5920025706291199,1.810546875
Bicubic,B100,4,220075.png,220075,/root/autodl-tmp/imageSR/B100/HR/220075.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/220075x4.png,,,480,320,4,24.05749885161579,0.7948939374109818,25.35377888467957,0.8164561617338886,0.3865293264389038,1.751953125
Bicubic,B100,4,223061.png,223061,/root/autodl-tmp/imageSR/B100/HR/223061.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/223061x4.png,,,480,320,4,22.53404421720387,0.5969869131563,23.86058918642992,0.617368546982303,0.5829358100891113,1.7138671875
Bicubic,B100,4,227092.png,227092,/root/autodl-tmp/imageSR/B100/HR/227092.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/227092x4.png,,,320,480,4,31.2908244527374,0.8096885928585206,32.72821637640143,0.8319231311617429,0.4047981798648834,1.9736328125
Bicubic,B100,4,229036.png,229036,/root/autodl-tmp/imageSR/B100/HR/229036.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/229036x4.png,,,480,320,4,20.20173954769609,0.5182110437562676,21.52182511371849,0.5443454058753626,0.6181920766830444,1.578125
Bicubic,B100,4,236037.png,236037,/root/autodl-tmp/imageSR/B100/HR/236037.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/236037x4.png,,,480,320,4,22.86118935317441,0.5722005290973842,24.2219122453458,0.5910209294478082,0.5739855766296387,1.7373046875
Bicubic,B100,4,24077.png,24077,/root/autodl-tmp/imageSR/B100/HR/24077.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/24077x4.png,,,480,320,4,21.97619693091572,0.7535495121944229,23.397851257778107,0.7697481110999888,0.4361685514450073,1.611328125
Bicubic,B100,4,241004.png,241004,/root/autodl-tmp/imageSR/B100/HR/241004.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/241004x4.png,,,480,320,4,29.510050178401315,0.7852635647824714,30.87806633983697,0.8141208824457618,0.44515421986579895,1.8095703125
Bicubic,B100,4,241048.png,241048,/root/autodl-tmp/imageSR/B100/HR/241048.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/241048x4.png,,,480,320,4,22.817919967023865,0.5569918120335351,24.136717713281545,0.5817509701905055,0.6364949941635132,1.673828125
Bicubic,B100,4,253027.png,253027,/root/autodl-tmp/imageSR/B100/HR/253027.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/253027x4.png,,,480,320,4,19.965834284420183,0.6185647844812842,21.298409821336392,0.6432904556312476,0.5537559986114502,1.3994140625
Bicubic,B100,4,253055.png,253055,/root/autodl-tmp/imageSR/B100/HR/253055.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/253055x4.png,,,480,320,4,29.751419395147806,0.7889202949370507,31.045594128742067,0.8163729917088057,0.3680591285228729,1.5859375
Bicubic,B100,4,260058.png,260058,/root/autodl-tmp/imageSR/B100/HR/260058.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/260058x4.png,,,480,320,4,30.570856266592795,0.7376485211960574,31.892591026510143,0.7737255247377667,0.433342844247818,1.978515625
Bicubic,B100,4,271035.png,271035,/root/autodl-tmp/imageSR/B100/HR/271035.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/271035x4.png,,,320,480,4,24.36624234093945,0.6659062200241407,25.67977967528669,0.696367731110954,0.5178892612457275,1.6064453125
Bicubic,B100,4,285079.png,285079,/root/autodl-tmp/imageSR/B100/HR/285079.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/285079x4.png,,,320,480,4,22.48111730796291,0.5861575651620891,23.776062632194783,0.6161055237611291,0.5733333826065063,1.9716796875
Bicubic,B100,4,291000.png,291000,/root/autodl-tmp/imageSR/B100/HR/291000.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/291000x4.png,,,480,320,4,19.564843734109857,0.3668263450294766,20.95941103796156,0.3891641172770811,0.811454176902771,1.6171875
Bicubic,B100,4,295087.png,295087,/root/autodl-tmp/imageSR/B100/HR/295087.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/295087x4.png,,,480,320,4,25.30064457967748,0.6652055930584014,26.664361223329752,0.6859189887843059,0.4908562898635864,1.5908203125
Bicubic,B100,4,296007.png,296007,/root/autodl-tmp/imageSR/B100/HR/296007.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/296007x4.png,,,480,320,4,30.185660682772184,0.7458443412014426,31.50709202983809,0.7783565991471871,0.5375205278396606,1.685546875
Bicubic,B100,4,296059.png,296059,/root/autodl-tmp/imageSR/B100/HR/296059.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/296059x4.png,,,480,320,4,28.114004712692303,0.7129298139765772,29.44518668621275,0.7461873104244264,0.477692186832428,1.9716796875
Bicubic,B100,4,299086.png,299086,/root/autodl-tmp/imageSR/B100/HR/299086.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/299086x4.png,,,480,320,4,29.46346127267025,0.7502512652830045,30.8218894971336,0.7826497218457965,0.4517577290534973,1.634765625
Bicubic,B100,4,300091.png,300091,/root/autodl-tmp/imageSR/B100/HR/300091.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/300091x4.png,,,480,320,4,26.030736125809884,0.7231697278601676,27.40457309984441,0.7517901521920327,0.5062580704689026,1.9033203125
Bicubic,B100,4,302008.png,302008,/root/autodl-tmp/imageSR/B100/HR/302008.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/302008x4.png,,,320,480,4,25.906723349027885,0.8922946612146624,27.30720967428484,0.9039501890912776,0.26478704810142517,2.048828125
Bicubic,B100,4,304034.png,304034,/root/autodl-tmp/imageSR/B100/HR/304034.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/304034x4.png,,,480,320,4,22.21345562926697,0.6014816975298082,23.476259749332208,0.6283788757837995,0.5242687463760376,1.5546875
Bicubic,B100,4,304074.png,304074,/root/autodl-tmp/imageSR/B100/HR/304074.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/304074x4.png,,,320,480,4,23.42162491320509,0.5462352878134974,24.738588609234625,0.5799806878266264,0.6435708403587341,1.7724609375
Bicubic,B100,4,306005.png,306005,/root/autodl-tmp/imageSR/B100/HR/306005.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/306005x4.png,,,480,320,4,25.390095341022565,0.7350063819936553,26.768011464291057,0.7567181299132327,0.5040051937103271,1.9658203125
Bicubic,B100,4,3096.png,3096,/root/autodl-tmp/imageSR/B100/HR/3096.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/3096x4.png,,,480,320,4,33.468411795983044,0.9530098229575628,34.901891402758174,0.9615619509179671,0.2297370731830597,1.6923828125
Bicubic,B100,4,33039.png,33039,/root/autodl-tmp/imageSR/B100/HR/33039.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/33039x4.png,,,320,480,4,18.750435590206585,0.5113486048717398,20.046400372980465,0.5277394028686931,0.6811528205871582,1.376953125
Bicubic,B100,4,351093.png,351093,/root/autodl-tmp/imageSR/B100/HR/351093.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/351093x4.png,,,480,320,4,20.68310420643543,0.5899562645305604,21.9848188053097,0.6119017928444441,0.6343526244163513,1.84375
Bicubic,B100,4,361010.png,361010,/root/autodl-tmp/imageSR/B100/HR/361010.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/361010x4.png,,,480,320,4,25.03195735693368,0.7127968033850274,26.31253969766994,0.7502287518860088,0.4090234041213989,1.2890625
Bicubic,B100,4,37073.png,37073,/root/autodl-tmp/imageSR/B100/HR/37073.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/37073x4.png,,,480,320,4,26.71382743179226,0.7034440093247083,27.99578830532428,0.7421330161091261,0.49643784761428833,1.88671875
Bicubic,B100,4,376043.png,376043,/root/autodl-tmp/imageSR/B100/HR/376043.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/376043x4.png,,,320,480,4,23.177086122301183,0.5321557077685949,24.563375056941595,0.5525898403131562,0.6190349459648132,1.8583984375
Bicubic,B100,4,38082.png,38082,/root/autodl-tmp/imageSR/B100/HR/38082.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/38082x4.png,,,480,320,4,25.402180877963648,0.557153818683947,26.72440362367568,0.5879774844038577,0.6688252091407776,1.482421875
Bicubic,B100,4,38092.png,38092,/root/autodl-tmp/imageSR/B100/HR/38092.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/38092x4.png,,,480,320,4,24.090075287524456,0.6459320974143378,25.360792594914944,0.6725755436420126,0.5103089213371277,1.6826171875
Bicubic,B100,4,385039.png,385039,/root/autodl-tmp/imageSR/B100/HR/385039.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/385039x4.png,,,480,320,4,21.1625372169824,0.5948149473986879,22.488792999712302,0.6222859041417181,0.5918803215026855,1.7236328125
Bicubic,B100,4,41033.png,41033,/root/autodl-tmp/imageSR/B100/HR/41033.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/41033x4.png,,,480,320,4,28.030060200472164,0.7206946175994023,29.3512688228385,0.7536056899379334,0.4924928545951843,1.591796875
Bicubic,B100,4,41069.png,41069,/root/autodl-tmp/imageSR/B100/HR/41069.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/41069x4.png,,,480,320,4,21.94132871527038,0.4124505250783182,23.24713334370042,0.442315141776039,0.7492473721504211,1.7744140625
Bicubic,B100,4,42012.png,42012,/root/autodl-tmp/imageSR/B100/HR/42012.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/42012x4.png,,,320,480,4,27.100512375134315,0.7611489814853929,28.42127512117908,0.7814080214426741,0.4992597699165344,1.21484375
Bicubic,B100,4,42049.png,42049,/root/autodl-tmp/imageSR/B100/HR/42049.png,/root/autodl-tmp/imageSR/B100/LR_bicubic/X4/42049x4.png,,,480,320,4,25.687914438746336,0.8695223325098596,26.98400049524189,0.8833272333227118,0.31134817004203796,1.5986328125
