dataset,scale,image_name,base_name,hr_path,lr_path,error,width,height,crop_border,psnr_rgb,ssim_rgb,psnr_y,ssim_y
Set5,2,baby.png,baby,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set5/HR/baby.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set5/LR_bicubic/X2/babyx2.png,,512,512,2,35.58733592226331,0.9497471615632641,36.36834638144851,0.9569333846864617
Set5,2,bird.png,bird,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set5/HR/bird.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set5/LR_bicubic/X2/birdx2.png,,288,288,2,34.9585168717573,0.9676426659104761,36.11035814021858,0.9747404173439911
Set5,2,butterfly.png,butterfly,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set5/HR/butterfly.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set5/LR_bicubic/X2/butterflyx2.png,,256,256,2,26.089953432522872,0.9020217672153152,26.726041725599107,0.9147877152546625
Set5,2,head.png,head,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set5/HR/head.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set5/LR_bicubic/X2/headx2.png,,280,280,2,31.485203158860926,0.8198975784672311,34.17280717739443,0.8681524206287891
Set5,2,woman.png,woman,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set5/HR/woman.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set5/LR_bicubic/X2/womanx2.png,,228,344,2,30.808468961117175,0.9486957076556788,31.43907582713693,0.9516683427318114
Set5,3,baby.png,baby,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set5/HR/baby.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set5/LR_bicubic/X3/babyx3.png,,512,512,3,27.62557979040028,0.8169104379745167,28.341333692373585,0.8368370516739403
Set5,3,bird.png,bird,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set5/HR/bird.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set5/LR_bicubic/X3/birdx3.png,,288,288,3,30.721682276992063,0.9202270715559143,31.87302632877848,0.9308286209455138
Set5,3,butterfly.png,butterfly,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set5/HR/butterfly.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set5/LR_bicubic/X3/butterflyx3.png,,256,256,3,21.574791302573058,0.7843209953392932,22.116973730950228,0.805470468287603
Set5,3,head.png,head,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set5/HR/head.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set5/LR_bicubic/X3/headx3.png,,280,280,3,28.961173272468905,0.733312478796265,30.956525480956177,0.7875629535653932
Set5,3,woman.png,woman,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set5/HR/woman.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set5/LR_bicubic/X3/womanx3.png,,228,344,3,25.642481215659604,0.8549753440055751,26.28930855124201,0.8646107594682498
Set5,4,baby.png,baby,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set5/HR/baby.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set5/LR_bicubic/X4/babyx4.png,,512,512,4,30.365527979689695,0.841263184326834,31.074860002928627,0.8601588279954406
Set5,4,bird.png,bird,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set5/HR/bird.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set5/LR_bicubic/X4/birdx4.png,,288,288,4,28.21051897859484,0.861402213787937,29.4694039825253,0.875847434873172
Set5,4,butterfly.png,butterfly,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set5/HR/butterfly.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set5/LR_bicubic/X4/butterflyx4.png,,256,256,4,20.864011082107552,0.719552692534671,21.391308378790498,0.7450696957376327
Set5,4,head.png,head,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set5/HR/head.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set5/LR_bicubic/X4/headx4.png,,280,280,4,28.89194783760007,0.7002535547759233,30.904007180845024,0.7559033665878306
Set5,4,woman.png,woman,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set5/HR/woman.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set5/LR_bicubic/X4/womanx4.png,,228,344,4,25.130117194260777,0.8265040036512943,25.757948597061088,0.8363964957161987
Set14,2,baboon.png,baboon,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/baboon.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X2/baboonx2.png,,500,480,2,22.690441162042134,0.6698496747761208,24.150014540715734,0.7191343369530083
Set14,2,barbara.png,barbara,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/barbara.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X2/barbarax2.png,,720,576,2,26.498110196942854,0.8313604740513875,27.291622814515314,0.8457921570268436
Set14,2,bridge.png,bridge,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/bridge.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X2/bridgex2.png,,512,512,2,26.568318710297596,0.817118814070806,27.180793658929957,0.8211049944751276
Set14,2,coastguard.png,coastguard,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/coastguard.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X2/coastguardx2.png,,352,288,2,27.787319185475752,0.7883483441900142,28.412307863370536,0.795948848607973
Set14,2,comic.png,comic,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/comic.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X2/comicx2.png,,250,361,2,23.247114333629106,0.8257259472057082,24.019512946092952,0.8318798071569191
Set14,2,face.png,face,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/face.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X2/facex2.png,,276,276,2,31.456234525072595,0.8198199134638129,34.14518196479321,0.8681004800130893
Set14,2,flowers.png,flowers,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/flowers.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X2/flowersx2.png,,500,362,2,28.506916424359538,0.8940061399871874,29.656624106202866,0.9052735932865708
Set14,2,foreman.png,foreman,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/foreman.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X2/foremanx2.png,,352,288,2,32.59514655854899,0.9468917947710924,33.399535678974594,0.9514740559495133
Set14,2,lenna.png,lenna,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/lenna.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X2/lennax2.png,,512,512,2,32.368067989543434,0.8620230781792201,33.998674332333735,0.9120458415149919
Set14,2,man.png,man,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/man.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X2/manx2.png,,512,512,2,27.92221563751932,0.8477900765127154,28.53469058615168,0.853932966603422
Set14,2,monarch.png,monarch,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/monarch.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X2/monarchx2.png,,768,512,2,31.559910742569734,0.9539568482324503,32.237203711130576,0.960772072858017
Set14,2,pepper.png,pepper,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/pepper.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X2/pepperx2.png,,512,512,2,32.1417368351278,0.8496478737190712,34.24419892426415,0.9067283357496995
Set14,2,ppt3.png,ppt3,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/ppt3.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X2/ppt3x2.png,,529,656,2,23.342119379597754,0.9160624728020847,24.121753504794846,0.9252627583623468
Set14,2,zebra.png,zebra,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/zebra.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X2/zebrax2.png,,586,391,2,26.80127446302162,0.8688205457924688,27.450983167309147,0.8710842469664425
Set14,3,baboon.png,baboon,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/baboon.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X3/baboonx3.png,,500,480,3,20.539504812369373,0.4740489701380466,21.907116867292196,0.5184584891550194
Set14,3,barbara.png,barbara,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/barbara.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X3/barbarax3.png,,720,576,3,24.72896344264942,0.739708244488665,25.541765781821162,0.760718692226623
Set14,3,bridge.png,bridge,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/bridge.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X3/bridgex3.png,,512,512,3,22.42218019056193,0.556976521826327,23.034655139194292,0.5670620991749659
Set14,3,coastguard.png,coastguard,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/coastguard.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X3/coastguardx3.png,,352,288,3,24.844616873863433,0.5984976246575856,25.458920998854616,0.613379345843863
Set14,3,comic.png,comic,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/comic.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X3/comicx3.png,,250,361,3,20.72471175306722,0.684363668762728,21.50041299708939,0.690500943398144
Set14,3,face.png,face,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/face.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X3/facex3.png,,276,276,3,29.880465638229023,0.7514390414495343,32.133289909628886,0.8049903031371936
Set14,3,flowers.png,flowers,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/flowers.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X3/flowersx3.png,,500,362,3,22.33090130056704,0.7084913264335704,23.393374906767846,0.7233526152476988
Set14,3,foreman.png,foreman,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/foreman.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X3/foremanx3.png,,352,288,3,28.72988464603287,0.8892144612582404,29.50127992554131,0.8980136356854076
Set14,3,lenna.png,lenna,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/lenna.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X3/lennax3.png,,512,512,3,26.181168693026287,0.7316581683181541,26.728013308722403,0.7880554826321371
Set14,3,man.png,man,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/man.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X3/manx3.png,,512,512,3,23.188695830542628,0.6442131754343221,23.80117077917499,0.6599296830535248
Set14,3,monarch.png,monarch,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/monarch.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X3/monarchx3.png,,768,512,3,25.652923243905875,0.8794191130408003,26.299824306009334,0.8902018229472921
Set14,3,pepper.png,pepper,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/pepper.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X3/pepperx3.png,,512,512,3,25.99797766635428,0.7466305269190582,27.020063312707443,0.814996420683397
Set14,3,ppt3.png,ppt3,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/ppt3.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X3/ppt3x3.png,,529,656,3,20.149408329538865,0.8219944485244791,20.984847041943453,0.8338257021949518
Set14,3,zebra.png,zebra,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/zebra.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X3/zebrax3.png,,586,391,3,23.421807313290124,0.7557654889657467,24.048654965542184,0.7626206472909574
Set14,4,baboon.png,baboon,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/baboon.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X4/baboonx4.png,,500,480,4,20.424829263331574,0.4275360924651857,21.727732034977826,0.4703683653737841
Set14,4,barbara.png,barbara,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/barbara.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X4/barbarax4.png,,720,576,4,23.620561978595006,0.6661585874322695,24.438377981009417,0.6907438576851548
Set14,4,bridge.png,bridge,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/bridge.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X4/bridgex4.png,,512,512,4,23.143385168553547,0.5740989098258197,23.755860117185907,0.5838015350533572
Set14,4,coastguard.png,coastguard,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/coastguard.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X4/coastguardx4.png,,352,288,4,24.147447256946535,0.49527037197207596,24.764817212375327,0.5140389310666623
Set14,4,comic.png,comic,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/comic.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X4/comicx4.png,,250,361,4,19.11077414303918,0.5533069978002015,19.91752401159512,0.5598601054156163
Set14,4,face.png,face,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/face.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X4/facex4.png,,276,276,4,28.852998199939748,0.6989501230355731,30.866818325812968,0.7543776835466278
Set14,4,flowers.png,flowers,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/flowers.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X4/flowersx4.png,,500,362,4,22.822559477101308,0.6910157629519381,23.87671346356694,0.7060318979366964
Set14,4,foreman.png,foreman,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/foreman.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X4/foremanx4.png,,352,288,4,27.86790154192868,0.8530654761463975,28.61375264263069,0.8634193124452589
Set14,4,lenna.png,lenna,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/lenna.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X4/lennax4.png,,512,512,4,28.283048586638202,0.7547635552251872,29.128415976796013,0.8133346354626348
Set14,4,man.png,man,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/man.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X4/manx4.png,,512,512,4,24.373596498424646,0.669328140312985,24.986071447057007,0.6828427112184744
Set14,4,monarch.png,monarch,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/monarch.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X4/monarchx4.png,,768,512,4,26.157810982839102,0.8739864920767085,26.749947110684133,0.8845266120454275
Set14,4,pepper.png,pepper,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/pepper.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X4/pepperx4.png,,512,512,4,28.57639313510243,0.7666930532090662,29.875213407680278,0.8337091466399535
Set14,4,ppt3.png,ppt3,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/ppt3.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X4/ppt3x4.png,,529,656,4,19.981685172007946,0.8023549777925383,20.85303376557676,0.8138420645019251
Set14,4,zebra.png,zebra,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/HR/zebra.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/Set14/LR_bicubic/X4/zebrax4.png,,586,391,4,19.698032514270864,0.5397025466560973,20.321425039467115,0.5576276289436808
B100,2,101085.png,101085,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/101085.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X2/101085x2.png,,321,481,2,22.869997392016984,0.6576354800629381,23.446249352723814,0.6705462635745046
B100,2,101087.png,101087,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/101087.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X2/101087x2.png,,321,481,2,27.15957615999022,0.8449038257133754,27.814538273946013,0.8491648861858361
B100,2,102061.png,102061,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/102061.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X2/102061x2.png,,321,481,2,25.634797790719045,0.8373138634537748,26.300980106687536,0.8438468765133019
B100,2,103070.png,103070,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/103070.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X2/103070x2.png,,481,321,2,29.411792315555225,0.876504617502388,30.083734264529983,0.8815011519463122
B100,2,105025.png,105025,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/105025.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X2/105025x2.png,,481,321,2,25.296568786828356,0.787945889952817,25.9105361594927,0.7944837016376733
B100,2,106024.png,106024,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/106024.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X2/106024x2.png,,481,321,2,31.0172628436915,0.8989906962156775,31.75173446031138,0.9039447581866132
B100,2,108005.png,108005,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/108005.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X2/108005x2.png,,481,321,2,25.20264645080252,0.7988734902961271,25.75688748361834,0.8108424695221921
B100,2,108070.png,108070,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/108070.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X2/108070x2.png,,481,321,2,22.458792544011054,0.6997152384197856,23.04119424607554,0.7150755012993026
B100,2,108082.png,108082,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/108082.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X2/108082x2.png,,481,321,2,26.255638052863077,0.8308535101796185,26.869257572267735,0.8393546469845716
B100,2,109053.png,109053,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/109053.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X2/109053x2.png,,481,321,2,27.693719473211974,0.8299010127214727,28.337540792532614,0.8360282210650845
B100,2,119082.png,119082,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/119082.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X2/119082x2.png,,481,321,2,22.298177919254076,0.7506758687752635,22.886105888914912,0.7614252686220316
B100,2,12084.png,12084,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/12084.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X2/12084x2.png,,481,321,2,26.438339320912327,0.813180291649974,27.331756050637633,0.815430051834971
B100,2,123074.png,123074,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/123074.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X2/123074x2.png,,481,321,2,28.635762148246297,0.8600945217217797,29.29345134022462,0.8648336143985825
B100,2,126007.png,126007,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/126007.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X2/126007x2.png,,481,321,2,27.184307020994687,0.836899865345741,27.886133477166076,0.8473955184223794
B100,2,130026.png,130026,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/130026.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X2/130026x2.png,,481,321,2,24.56343118910386,0.7680951259934451,25.14180027530092,0.7786596816879071
B100,2,134035.png,134035,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/134035.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X2/134035x2.png,,481,321,2,23.857992078548715,0.8093398450550903,24.56846365941338,0.81433250706827
B100,2,14037.png,14037,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/14037.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X2/14037x2.png,,481,321,2,32.76316847552634,0.9034158982921991,33.455116287040724,0.9127033915298715
B100,2,143090.png,143090,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/143090.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X2/143090x2.png,,481,321,2,31.614609776564365,0.9147299843674929,32.607901589172485,0.9198487632951414
B100,2,145086.png,145086,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/145086.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X2/145086x2.png,,481,321,2,23.783386872097573,0.7473169735564914,24.35910243770818,0.76215749566239
B100,2,147091.png,147091,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/147091.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X2/147091x2.png,,481,321,2,24.768500534771704,0.8197372554941506,25.421494062507218,0.8321311732056125
B100,2,148026.png,148026,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/148026.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X2/148026x2.png,,321,481,2,21.087272422095985,0.7371273141244248,21.623268309912312,0.7510920425580803
B100,2,148089.png,148089,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/148089.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X2/148089x2.png,,481,321,2,23.08705587340352,0.7209921093431838,23.64696906281686,0.7342474587670548
B100,2,156065.png,156065,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/156065.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X2/156065x2.png,,481,321,2,23.979202567148718,0.6476108696209436,24.558518551085726,0.6611781708175928
B100,2,157055.png,157055,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/157055.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X2/157055x2.png,,481,321,2,25.148006922495178,0.8289075997620593,25.836984278619646,0.8347908536019879
B100,2,159008.png,159008,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/159008.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X2/159008x2.png,,481,321,2,25.63264677314819,0.8553728036264255,26.134145248429064,0.866723623777216
B100,2,160068.png,160068,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/160068.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X2/160068x2.png,,481,321,2,26.55964585995462,0.876854722963308,27.117172788207704,0.8848230339484865
B100,2,16077.png,16077,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/16077.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X2/16077x2.png,,481,321,2,26.764607638623428,0.7954028985681113,27.350431617570898,0.8062729681440407
B100,2,163085.png,163085,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/163085.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X2/163085x2.png,,481,321,2,27.611113465545884,0.8321295349621343,28.318462378497678,0.8365429842817863
B100,2,167062.png,167062,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/167062.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X2/167062x2.png,,481,321,2,28.7777756318015,0.8921587053302127,29.3597430539591,0.8997635028056291
B100,2,167083.png,167083,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/167083.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X2/167083x2.png,,321,481,2,19.396334554976796,0.6173504507779657,19.999359272639488,0.6219211419286064
B100,2,170057.png,170057,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/170057.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X2/170057x2.png,,481,321,2,28.62141032175373,0.8547630178625045,29.184840210250837,0.8648133422270773
B100,2,175032.png,175032,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/175032.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X2/175032x2.png,,321,481,2,20.73361308840377,0.5953190196649889,21.31838789163563,0.6064161722182322
B100,2,175043.png,175043,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/175043.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X2/175043x2.png,,481,321,2,24.71780961622716,0.7840516419269267,25.322597727706395,0.7921606257513713
B100,2,182053.png,182053,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/182053.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X2/182053x2.png,,481,321,2,22.920524102827432,0.7896847181045574,23.504600657707986,0.7986541411202135
B100,2,189080.png,189080,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/189080.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X2/189080x2.png,,321,481,2,30.471459733054893,0.8915152705236603,30.971574975472365,0.9025221414348209
B100,2,19021.png,19021,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/19021.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X2/19021x2.png,,481,321,2,25.688865239498334,0.7967865466398809,26.343093177031353,0.8067471844711032
B100,2,196073.png,196073,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/196073.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X2/196073x2.png,,481,321,2,27.11623482824406,0.5758330200441883,27.729642804782927,0.5929124303651495
B100,2,197017.png,197017,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/197017.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X2/197017x2.png,,481,321,2,26.627462033041567,0.7512554540866884,27.233749596663973,0.7615741333313638
B100,2,208001.png,208001,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/208001.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X2/208001x2.png,,321,481,2,27.442459193432676,0.801239539664892,27.923639413317886,0.8187689875452872
